address,grant_id,amount_in_usdt,raw_amount_in_token,token,amount_in_token_minus_gas,created_on,modified_on
0x11179c3cb11cd08ca22afb91e515257d5e7bf03c,139,5,5,"""SAI""",4.75,2019-10-01T17:57:51.646-06:00,2021-11-26T13:32:29.494-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,200,4,4,"""SAI""",3.8,2019-10-01T17:42:09.346-06:00,2021-11-26T20:26:14.912-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,25,100.01,100.01,"""SAI""",100.01,2019-10-01T17:41:06.148-06:00,2021-11-26T11:01:39.693-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,13,5,5,"""SAI""",5,2019-10-01T17:40:21.293-06:00,2021-11-26T11:01:38.910-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,65,5,5,"""SAI""",5,2019-10-01T17:38:34.687-06:00,2021-11-26T13:32:23.158-07:00
0x94c2db958bedcd89a2f105d21754578d5c99c964,40,50,50,"""SAI""",50,2019-10-01T17:37:03.654-06:00,2021-11-26T13:32:35.821-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,25,100.011567,100.011567,"""SAI""",100.011567,2019-10-01T17:35:35.279-06:00,2021-11-26T10:19:15.316-07:00
0x11179c3cb11cd08ca22afb91e515257d5e7bf03c,40,49.996124975775,0.285,"""WETH""",0.285,2019-10-01T17:24:36.822-06:00,2021-11-26T20:45:30.477-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,653,5,5,"""SAI""",4.75,2019-10-01T17:18:32.859-06:00,2021-11-26T11:50:38.944-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,15,3,3,"""SAI""",3,2019-10-01T17:16:30.224-06:00,2021-11-26T19:13:32.630-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,24,5,5,"""SAI""",5,2019-10-01T17:14:41.164-06:00,2021-11-26T11:50:38.701-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,41,10,10,"""SAI""",10,2019-10-01T17:13:07.113-06:00,2021-11-26T10:16:20.648-07:00
0x7f9a36a164b8010d2750e4cdccd65c3b5204897a,130,10,10,"""SAI""",10,2019-10-01T17:05:23.210-06:00,2021-11-26T13:33:38.739-07:00
0xd7d60ce6caa9c58dda25bac51a39840dff5db91a,39,1,1,"""SAI""",1,2019-10-01T16:51:37.522-06:00,2021-11-26T11:01:32.019-07:00
0x6ed5df4d2dcb1e3f86d1d487bf28074787566d30,130,10,10,"""SAI""",9.5,2019-10-01T16:50:20.980-06:00,2021-11-26T13:32:17.211-07:00
0xd7d60ce6caa9c58dda25bac51a39840dff5db91a,25,1,1,"""SAI""",1,2019-10-01T16:50:03.738-06:00,2021-11-26T13:33:32.009-07:00
0xd7d60ce6caa9c58dda25bac51a39840dff5db91a,24,1,1,"""SAI""",1,2019-10-01T16:48:47.481-06:00,2021-11-26T13:33:22.004-07:00
0xd7d60ce6caa9c58dda25bac51a39840dff5db91a,29,1,1,"""SAI""",1,2019-10-01T16:47:35.134-06:00,2021-11-26T20:37:01.699-07:00
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,99,1,1,"""SAI""",1,2019-10-01T16:46:31.951-06:00,2021-11-26T11:09:15.269-07:00
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,142,1,1,"""SAI""",1,2019-10-01T16:44:31.108-06:00,2021-11-26T20:37:00.113-07:00
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,104,1,1,"""SAI""",1,2019-10-01T16:43:56.062-06:00,2021-11-26T22:29:46.801-07:00
0xd7d60ce6caa9c58dda25bac51a39840dff5db91a,13,1,1,"""SAI""",1,2019-10-01T16:42:44.902-06:00,2021-11-26T13:33:25.296-07:00
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,200,1,1,"""SAI""",1,2019-10-01T16:39:27.159-06:00,2021-11-26T20:37:01.638-07:00
0xd7d60ce6caa9c58dda25bac51a39840dff5db91a,48,1,1,"""SAI""",1,2019-10-01T16:39:16.761-06:00,2021-11-26T13:33:09.024-07:00
0xd7d60ce6caa9c58dda25bac51a39840dff5db91a,519,1,1,"""SAI""",1,2019-10-01T16:37:30.938-06:00,2021-11-26T13:32:16.197-07:00
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,29,1,1,"""SAI""",1,2019-10-01T16:37:07.896-06:00,2021-11-26T20:38:50.490-07:00
0x7f9a36a164b8010d2750e4cdccd65c3b5204897a,32,7,7,"""SAI""",7,2019-10-01T16:36:50.718-06:00,2021-11-26T11:09:08.538-07:00
0x7f9a36a164b8010d2750e4cdccd65c3b5204897a,125,7,7,"""SAI""",7,2019-10-01T16:36:23.365-06:00,2021-11-26T11:09:07.798-07:00
0x7f9a36a164b8010d2750e4cdccd65c3b5204897a,48,7,7,"""SAI""",7,2019-10-01T16:35:56.382-06:00,2021-11-26T11:09:04.382-07:00
0x97dec872013f6b5fb443861090ad931542878126,653,0.996789591222305,1,"""USDC""",1,2019-10-01T16:35:54.495-06:00,2021-11-26T11:08:59.800-07:00
0x7f9a36a164b8010d2750e4cdccd65c3b5204897a,16,7,7,"""SAI""",7,2019-10-01T16:35:29.608-06:00,2021-11-26T22:29:47.062-07:00
0x7f9a36a164b8010d2750e4cdccd65c3b5204897a,122,7,7,"""SAI""",7,2019-10-01T16:34:58.453-06:00,2021-11-26T20:45:30.615-07:00
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,25,1,1,"""SAI""",1,2019-10-01T16:33:42.522-06:00,2021-11-26T13:32:09.746-07:00
0xd7d60ce6caa9c58dda25bac51a39840dff5db91a,122,1,1,"""SAI""",1,2019-10-01T16:32:46.341-06:00,2021-11-26T11:08:33.533-07:00
0xd7d60ce6caa9c58dda25bac51a39840dff5db91a,40,1,1,"""SAI""",1,2019-10-01T16:28:05.530-06:00,2021-11-26T13:32:15.376-07:00
0xc6581ce3a005e2801c1e0903281bbd318ec5b5c2,40,1,1,"""SAI""",1,2019-10-01T16:24:41.598-06:00,2021-11-26T13:32:08.747-07:00
0xc6581ce3a005e2801c1e0903281bbd318ec5b5c2,130,1,1,"""SAI""",0.95,2019-10-01T16:22:57.213-06:00,2021-11-26T11:08:20.665-07:00
0x6ed5df4d2dcb1e3f86d1d487bf28074787566d30,131,10,10,"""SAI""",9.5,2019-10-01T16:22:03.324-06:00,2021-11-26T20:16:55.083-07:00
0xc7ebfa3402a52659a585b163bee342fa61fcc941,86,1,1,"""SAI""",1,2019-10-01T16:19:22.559-06:00,2021-11-26T11:08:14.621-07:00
0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,40,50,50,"""SAI""",50,2019-10-01T16:16:03.598-06:00,2021-11-26T11:08:06.996-07:00
0x6ed5df4d2dcb1e3f86d1d487bf28074787566d30,40,10,10,"""SAI""",10,2019-10-01T16:14:54.760-06:00,2021-11-26T11:08:04.652-07:00
0x6ed5df4d2dcb1e3f86d1d487bf28074787566d30,519,10,10,"""SAI""",9.5,2019-10-01T16:13:23.355-06:00,2021-11-26T22:18:14.785-07:00
0xc7ebfa3402a52659a585b163bee342fa61fcc941,80,1,1,"""SAI""",1,2019-10-01T16:12:41.590-06:00,2021-11-26T10:20:11.565-07:00
0xc7ebfa3402a52659a585b163bee342fa61fcc941,303,1,1,"""SAI""",0.9,2019-10-01T16:11:19.386-06:00,2021-11-26T22:40:10.133-07:00
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,122,10,10,"""SAI""",10,2019-10-01T16:10:59.608-06:00,2021-11-26T13:32:08.081-07:00
0xc7ebfa3402a52659a585b163bee342fa61fcc941,24,1,1,"""SAI""",1,2019-10-01T15:59:36.655-06:00,2021-11-26T20:27:38.358-07:00
0xc7ebfa3402a52659a585b163bee342fa61fcc941,40,1,1,"""SAI""",1,2019-10-01T15:57:29.630-06:00,2021-11-26T20:27:38.541-07:00
0xc7ebfa3402a52659a585b163bee342fa61fcc941,274,1,1,"""SAI""",0.9,2019-10-01T15:55:50.799-06:00,2021-11-26T20:45:30.407-07:00
0xc7ebfa3402a52659a585b163bee342fa61fcc941,122,1,1,"""SAI""",0.9,2019-10-01T15:52:52.166-06:00,2021-11-26T20:27:37.803-07:00
0xc7ebfa3402a52659a585b163bee342fa61fcc941,48,1,1,"""SAI""",1,2019-10-01T15:48:55.667-06:00,2021-11-26T20:27:38.609-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,40,37.5,37.5,"""SAI""",37.5,2019-10-01T15:48:19.144-06:00,2021-11-26T13:32:06.210-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,20,37.5,37.5,"""SAI""",37.5,2019-10-01T15:47:14.606-06:00,2021-11-26T13:31:58.413-07:00
0x94ef073fe7f7b342bc0fba98e4793894cb89b467,122,11,11,"""SAI""",10.45,2019-10-01T15:43:31.300-06:00,2021-11-26T11:50:39.763-07:00
0x94ef073fe7f7b342bc0fba98e4793894cb89b467,24,15,15,"""SAI""",15,2019-10-01T15:42:25.399-06:00,2021-11-26T13:32:03.536-07:00
0x94ef073fe7f7b342bc0fba98e4793894cb89b467,20,15,15,"""SAI""",15,2019-10-01T15:41:22.492-06:00,2021-11-26T11:50:39.686-07:00
0x94ef073fe7f7b342bc0fba98e4793894cb89b467,40,10,10,"""SAI""",10,2019-10-01T15:40:20.182-06:00,2021-11-26T19:00:44.411-07:00
0x94ef073fe7f7b342bc0fba98e4793894cb89b467,48,10,10,"""SAI""",10,2019-10-01T15:39:18.537-06:00,2021-11-26T13:31:59.448-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,25,10,10,"""SAI""",10,2019-10-01T15:33:29.603-06:00,2021-11-26T20:27:31.175-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,125,10,10,"""SAI""",9.5,2019-10-01T15:24:35.911-06:00,2021-11-26T20:27:31.777-07:00
0xda4aeea8308a3d3ee45cd93990c0c2cdc10cb26c,80,1,1,"""SAI""",1,2019-10-01T15:18:35.512-06:00,2021-11-26T20:16:54.425-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,13,10,10,"""SAI""",10,2019-10-01T15:17:56.266-06:00,2021-11-26T20:20:10.040-07:00
0xda4aeea8308a3d3ee45cd93990c0c2cdc10cb26c,80,1,1,"""SAI""",1,2019-10-01T15:17:03.261-06:00,2021-11-26T11:09:23.846-07:00
0xda4aeea8308a3d3ee45cd93990c0c2cdc10cb26c,519,1,1,"""SAI""",0.95,2019-10-01T15:14:36.216-06:00,2021-11-26T10:19:56.704-07:00
0xda4aeea8308a3d3ee45cd93990c0c2cdc10cb26c,48,1,1,"""SAI""",1,2019-10-01T15:12:02.963-06:00,2021-11-26T13:32:00.075-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,39,1,1,"""SAI""",1,2019-10-01T15:10:08.379-06:00,2021-11-26T10:15:18.307-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,16,1,1,"""SAI""",1,2019-10-01T15:06:52.376-06:00,2021-11-26T11:50:39.552-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,39,1,1,"""SAI""",1,2019-10-01T15:00:47.088-06:00,2021-11-26T20:27:30.570-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,29,1,1,"""SAI""",1,2019-10-01T14:58:44.146-06:00,2021-11-26T20:27:31.362-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,48,1,1,"""SAI""",1,2019-10-01T14:54:05.956-06:00,2021-11-26T20:14:25.360-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,89,1,1,"""SAI""",1,2019-10-01T14:51:14.847-06:00,2021-11-26T13:33:18.804-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,653,1.06,1.06,"""SAI""",1.007,2019-10-01T14:45:55.322-06:00,2021-11-26T20:14:25.412-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,200,1.1,1.1,"""SAI""",1.045,2019-10-01T14:43:57.647-06:00,2021-11-26T13:31:52.153-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,40,1,1,"""SAI""",1,2019-10-01T14:41:00.902-06:00,2021-11-26T22:18:33.864-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,25,1,1,"""SAI""",1,2019-10-01T14:32:21.850-06:00,2021-11-26T13:33:07.757-07:00
0x5e46ff5dc3d9b99cfa071975d07307d7f7566e6b,24,1,1,"""SAI""",1,2019-10-01T14:29:52.721-06:00,2021-11-26T19:25:20.322-07:00
0x2b78a837c37549539c62ab54a235a8e19fea812f,16,1,1,"""SAI""",1,2019-10-01T13:43:15.992-06:00,2021-11-26T19:25:20.725-07:00
0x70ec298b8b7e6da4666ed3a3e36e98820dea9df4,139,5,5,"""SAI""",4.75,2019-10-01T13:42:14.605-06:00,2021-11-26T20:11:33.589-07:00
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,13,1,1,"""SAI""",1,2019-10-01T13:41:55.945-06:00,2021-11-26T13:31:53.008-07:00
0x564286362092d8e7936f0549571a803b203aaced,40,5,5,"""SAI""",5,2019-10-01T13:40:57.929-06:00,2021-11-26T20:27:29.601-07:00
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,37,10,10,"""SAI""",10,2019-10-01T13:37:41.018-06:00,2021-11-26T13:33:16.863-07:00
0x564286362092d8e7936f0549571a803b203aaced,139,5,5,"""SAI""",4.75,2019-10-01T13:27:43.413-06:00,2021-11-26T10:19:39.422-07:00
0x6eaa370adb52be8f86fef2a4ee86c4eca0f2f320,122,5000,5000,"""SAI""",5000,2019-10-01T13:23:55.387-06:00,2021-11-26T20:45:30.816-07:00
0x63242cd410f5c45a32ed8a888c3f9c8611968d70,183,1,1,"""SAI""",1,2019-10-01T13:01:36.416-06:00,2021-11-26T20:20:10.298-07:00
0x63242cd410f5c45a32ed8a888c3f9c8611968d70,143,1,1,"""SAI""",0.95,2019-10-01T12:54:57.097-06:00,2021-11-26T20:27:28.375-07:00
0x628a9c4d3af7b8c4e568bca00473f739585c5a98,48,10,10,"""SAI""",10,2019-10-01T12:48:02.221-06:00,2021-11-26T10:19:33.685-07:00
0x628a9c4d3af7b8c4e568bca00473f739585c5a98,48,10,10,"""SAI""",10,2019-10-01T12:46:49.245-06:00,2021-11-26T11:50:40.097-07:00
0xf32682d5f99ba4143532618d6f516859a055ea06,143,10,10,"""SAI""",9.5,2019-10-01T12:38:11.960-06:00,2021-11-26T11:07:11.855-07:00
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,143,5,5,"""SAI""",4.75,2019-10-01T12:21:43.139-06:00,2021-11-26T20:26:14.848-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,143,4.75,4.75,"""SAI""",4.5,2019-10-01T12:16:01.947-06:00,2021-11-26T10:19:28.364-07:00
0xedfbdcacb9646e3c017321bfbc8c1bf82a8fc12f,40,20,20,"""SAI""",20,2019-10-01T12:00:03.493-06:00,2021-11-26T13:31:53.390-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,24,179.8,1,"""WETH""",1,2019-10-01T11:32:41.513-06:00,2021-11-26T20:27:09.241-07:00
0x624af08b36819939f133b4c3bc668cc93beef16b,274,5,5,"""SAI""",5,2019-10-01T11:12:25.832-06:00,2021-11-26T20:27:08.692-07:00
0x624af08b36819939f133b4c3bc668cc93beef16b,519,1,1,"""SAI""",1,2019-10-01T11:08:16.770-06:00,2021-11-26T11:50:40.013-07:00
0x624af08b36819939f133b4c3bc668cc93beef16b,86,2,2,"""SAI""",2,2019-10-01T11:07:05.918-06:00,2021-11-26T13:31:39.362-07:00
0xcf4301f7f4315e98b6ecdc5df67d18f68c1e7720,20,1,1,"""SAI""",1,2019-10-01T11:01:56.692-06:00,2021-11-26T10:19:33.497-07:00
0x624af08b36819939f133b4c3bc668cc93beef16b,48,1,1,"""SAI""",1,2019-10-01T10:58:13.588-06:00,2021-11-26T20:27:27.753-07:00
0x624af08b36819939f133b4c3bc668cc93beef16b,274,1,1,"""SAI""",1,2019-10-01T10:56:41.396-06:00,2021-11-26T20:35:40.113-07:00
0xcf4301f7f4315e98b6ecdc5df67d18f68c1e7720,40,1,1,"""SAI""",1,2019-10-01T10:55:45.666-06:00,2021-11-26T20:45:30.332-07:00
0xcf4301f7f4315e98b6ecdc5df67d18f68c1e7720,35,2,2,"""SAI""",2,2019-10-01T10:52:56.655-06:00,2021-11-26T13:31:45.257-07:00
0x4d4966e3f88c86b5813f186db4592184a72847f9,39,20,20,"""SAI""",20,2019-10-01T10:37:38.149-06:00,2021-11-26T20:27:21.933-07:00
0x224aba5d489675a7bd3ce07786fada466b46fa0f,40,5,5,"""SAI""",5,2019-10-01T10:24:27.483-06:00,2021-11-26T10:19:21.699-07:00
0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,40,1,1,"""SAI""",1,2019-10-01T10:09:29.029-06:00,2021-11-26T13:31:44.087-07:00
0x41c3fa96942d19043450ec963eb4df44336d8035,66,67,67,"""SAI""",67,2019-10-01T10:06:08.659-06:00,2021-11-26T13:33:10.207-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,89,1,1,"""SAI""",1,2019-10-01T09:55:50.946-06:00,2021-11-26T20:27:47.195-07:00
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,122,97,97,"""SAI""",92.15,2019-10-01T09:53:18.594-06:00,2021-11-26T13:32:59.387-07:00
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,653,95,95,"""SAI""",90.25,2019-10-01T09:35:40.789-06:00,2021-11-26T13:31:38.008-07:00
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,40,100,100,"""SAI""",100,2019-10-01T09:23:53.340-06:00,2021-11-26T20:26:15.983-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,13,2,2,"""SAI""",2,2019-10-01T09:21:43.952-06:00,2021-11-26T20:27:47.147-07:00
0x4d2f5cfba55ae412221182d8475bc85799a5644b,25,10,10,"""SAI""",10,2019-10-01T09:10:59.857-06:00,2021-11-26T13:31:37.462-07:00
0x4d2f5cfba55ae412221182d8475bc85799a5644b,24,10,10,"""SAI""",10,2019-10-01T09:07:55.742-06:00,2021-11-26T19:20:49.195-07:00
0xd2840757b0def8fbc2a7dc990cef75975c2d3f0e,141,1,1,"""SAI""",0.95,2019-10-01T08:57:11.945-06:00,2021-11-26T13:31:38.714-07:00
0x4d2f5cfba55ae412221182d8475bc85799a5644b,122,10,10,"""SAI""",9.5,2019-10-01T08:55:44.593-06:00,2021-11-26T19:25:15.826-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,29,50,50,"""SAI""",50,2019-10-01T08:32:00.958-06:00,2021-11-26T20:27:47.242-07:00
0x1e0447b19bb6ecfdae1e4ae1694b0c3659614e4e,141,0.95,0.95,"""SAI""",0.9,2019-10-01T08:30:35.282-06:00,2021-11-26T20:45:31.392-07:00
0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,63,10,10,"""SAI""",10,2019-10-01T08:14:22.923-06:00,2021-11-26T20:45:31.177-07:00
0xd2840757b0def8fbc2a7dc990cef75975c2d3f0e,653,1,1,"""SAI""",0.95,2019-10-01T07:59:44.629-06:00,2021-11-26T10:15:24.947-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,13,2,2,"""SAI""",2,2019-10-01T07:37:16.071-06:00,2021-11-26T19:01:53.681-07:00
0x9ae49c0d7f8f9ef4b864e004fe86ac8294e20950,132,2.375,2.375,"""SAI""",2.25,2019-10-01T05:05:56.474-06:00,2021-11-26T10:20:36.358-07:00
0xf5dce57282a584d2746faf1593d3121fcac444dc,125,5.035,5.035,"""SAI""",4.77,2019-10-01T04:56:05.148-06:00,2021-11-26T20:27:47.026-07:00
0xf5dce57282a584d2746faf1593d3121fcac444dc,519,5.035,5.035,"""SAI""",4.77,2019-10-01T04:55:35.943-06:00,2021-11-26T20:27:47.082-07:00
0xce0441d26f970081cd906b53725c36551f1c7d20,35,10,10,"""SAI""",10,2019-10-01T04:54:45.387-06:00,2021-11-26T11:30:10.633-07:00
0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f,142,14.82,2,"""LPT""",2,2019-10-01T04:51:34.920-06:00,2021-11-26T10:15:23.215-07:00
0xd4240987d6f92b06c8b5068b1e4006a97c47392b,142,1,1,"""SAI""",0.95,2019-10-01T04:50:16.933-06:00,2021-11-26T13:31:36.493-07:00
0xce0441d26f970081cd906b53725c36551f1c7d20,653,10,10,"""SAI""",9.5,2019-10-01T04:38:58.207-06:00,2021-11-26T20:27:46.614-07:00
0x66382ac45b6d8cb4f47685e28b61fbb5486817ec,17,1,1,"""SAI""",1,2019-10-01T04:25:05.647-06:00,2021-11-26T11:50:40.860-07:00
0x66382ac45b6d8cb4f47685e28b61fbb5486817ec,65,1,1,"""SAI""",1,2019-10-01T04:20:03.509-06:00,2021-11-26T13:31:31.967-07:00
0x31fc5af58706c10a0404c89cbeb7ccee4fcb7760,79,5,5,"""SAI""",5,2019-10-01T04:17:44.157-06:00,2021-11-26T10:20:32.179-07:00
0xa415c94f5a1ae975f25c3267d94272827b1826c6,25,2,2,"""SAI""",2,2019-10-01T04:16:54.315-06:00,2021-11-26T11:50:40.632-07:00
0x66382ac45b6d8cb4f47685e28b61fbb5486817ec,138,1,1,"""SAI""",0.95,2019-10-01T04:15:15.103-06:00,2021-11-26T13:31:24.089-07:00
0x66382ac45b6d8cb4f47685e28b61fbb5486817ec,81,1,1,"""SAI""",1,2019-10-01T04:12:23.995-06:00,2021-11-26T13:32:49.964-07:00
0x31a240648e2baf4f9f17225987f6f53fceb1699a,519,1,1,"""SAI""",0.95,2019-10-01T04:10:12.899-06:00,2021-11-26T20:45:31.249-07:00
0x66382ac45b6d8cb4f47685e28b61fbb5486817ec,139,1,1,"""SAI""",0.95,2019-10-01T04:07:16.348-06:00,2021-11-26T10:20:32.521-07:00
0x66382ac45b6d8cb4f47685e28b61fbb5486817ec,139,1,1,"""SAI""",0.95,2019-10-01T04:07:07.163-06:00,2021-11-26T20:27:46.493-07:00
0x31a240648e2baf4f9f17225987f6f53fceb1699a,132,1,1,"""SAI""",1,2019-10-01T04:02:54.291-06:00,2021-11-26T13:31:29.713-07:00
0x70f7d4e9ae0e99527f8e8d53aca073ca87c93c59,37,10,10,"""SAI""",10,2019-10-01T03:49:04.185-06:00,2021-11-26T20:26:15.909-07:00
0x70f7d4e9ae0e99527f8e8d53aca073ca87c93c59,141,9,9,"""SAI""",9,2019-10-01T03:43:06.145-06:00,2021-11-26T13:31:31.332-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,40,1,1,"""SAI""",1,2019-10-01T03:26:46.178-06:00,2021-11-26T20:27:46.550-07:00
0x2af47a65da8cd66729b4209c22017d6a5c2d2400,12,1,1,"""SAI""",1,2019-10-01T03:14:52.458-06:00,2021-11-26T13:31:29.208-07:00
0x2af47a65da8cd66729b4209c22017d6a5c2d2400,39,1,1,"""SAI""",1,2019-10-01T03:14:07.124-06:00,2021-11-26T13:31:24.823-07:00
0x2af47a65da8cd66729b4209c22017d6a5c2d2400,122,1,1,"""SAI""",1,2019-10-01T03:13:40.058-06:00,2021-11-26T20:27:46.677-07:00
0x2af47a65da8cd66729b4209c22017d6a5c2d2400,24,1,1,"""SAI""",1,2019-10-01T03:12:34.035-06:00,2021-11-26T20:45:31.315-07:00
0x2af47a65da8cd66729b4209c22017d6a5c2d2400,200,1,1,"""SAI""",1,2019-10-01T03:11:51.724-06:00,2021-11-26T13:33:06.582-07:00
0x2af47a65da8cd66729b4209c22017d6a5c2d2400,40,1,1,"""SAI""",1,2019-10-01T03:11:04.984-06:00,2021-11-26T20:11:35.171-07:00
0x12f85bc3a57da4bbe364ea2e9a3b619bf535781b,142,32.05,32.05,"""SAI""",30.4475,2019-10-01T03:07:56.292-06:00,2021-11-26T13:32:57.239-07:00
0xce0d48c2b76903d041a3b8330a393321d4158da7,37,1,1,"""SAI""",1,2019-10-01T02:33:38.945-06:00,2021-11-26T13:32:43.180-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,89,5,5,"""SAI""",5,2019-10-01T02:33:17.408-06:00,2021-11-26T20:16:40.375-07:00
0x00de4b13153673bcae2616b67bf822500d325fc3,20,2.5,2.5,"""SAI""",2.5,2019-10-01T02:18:11.276-06:00,2021-11-26T13:31:22.668-07:00
0x00de4b13153673bcae2616b67bf822500d325fc3,80,2.5,2.5,"""SAI""",2.5,2019-10-01T02:17:40.041-06:00,2021-11-26T11:09:23.225-07:00
0x00de4b13153673bcae2616b67bf822500d325fc3,653,5,5,"""SAI""",4.75,2019-10-01T02:08:29.181-06:00,2021-11-26T11:09:22.407-07:00
0xcf4301f7f4315e98b6ecdc5df67d18f68c1e7720,142,10,10,"""SAI""",10,2019-10-01T01:34:02.711-06:00,2021-11-26T13:32:58.013-07:00
0x4c9e324fd7df8b2a969969bcc3663d74f058d286,80,10.53,10.53,"""SAI""",10.53,2019-10-01T01:28:25.357-06:00,2021-11-26T20:45:30.889-07:00
0xcf4301f7f4315e98b6ecdc5df67d18f68c1e7720,22,5,5,"""SAI""",5,2019-10-01T01:24:45.775-06:00,2021-11-26T13:31:17.929-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,25,1,1,"""SAI""",1,2019-10-01T01:23:40.898-06:00,2021-11-26T13:32:50.741-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,24,1,1,"""SAI""",1,2019-10-01T01:22:49.934-06:00,2021-11-26T13:31:15.633-07:00
0xcf4301f7f4315e98b6ecdc5df67d18f68c1e7720,29,5,5,"""SAI""",5,2019-10-01T01:16:24.522-06:00,2021-11-26T13:31:23.420-07:00
0xcf4301f7f4315e98b6ecdc5df67d18f68c1e7720,48,5,5,"""SAI""",5,2019-10-01T01:14:07.029-06:00,2021-11-26T13:31:16.305-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,13,10,10,"""SAI""",10,2019-10-01T01:11:33.546-06:00,2021-11-26T11:30:09.834-07:00
0x8b4a8c1f32761d820d12015b293d24a2ec1b47e9,137,5,5,"""SAI""",4.75,2019-10-01T00:58:06.267-06:00,2021-11-26T20:16:55.180-07:00
0xc02894ff1a8ff2e1bc4b84d05add10cffef66497,89,1,1,"""SAI""",1,2019-10-01T00:51:52.768-06:00,2021-11-26T13:31:12.345-07:00
0xc02894ff1a8ff2e1bc4b84d05add10cffef66497,653,1,1,"""SAI""",1,2019-10-01T00:51:20.036-06:00,2021-11-26T20:16:54.367-07:00
0xc02894ff1a8ff2e1bc4b84d05add10cffef66497,22,1,1,"""SAI""",1,2019-10-01T00:50:42.141-06:00,2021-11-26T11:30:10.100-07:00
0xc02894ff1a8ff2e1bc4b84d05add10cffef66497,20,1,1,"""SAI""",1,2019-10-01T00:50:17.107-06:00,2021-11-26T13:31:09.109-07:00
0xc02894ff1a8ff2e1bc4b84d05add10cffef66497,138,1,1,"""SAI""",1,2019-10-01T00:49:49.897-06:00,2021-11-26T13:31:14.615-07:00
0xc02894ff1a8ff2e1bc4b84d05add10cffef66497,65,1,1,"""SAI""",1,2019-10-01T00:49:13.827-06:00,2021-11-26T13:31:08.168-07:00
0x8b4a8c1f32761d820d12015b293d24a2ec1b47e9,25,5,5,"""SAI""",5,2019-10-01T00:32:50.489-06:00,2021-11-26T13:32:21.700-07:00
0x4c9e324fd7df8b2a969969bcc3663d74f058d286,13,10.53,10.53,"""SAI""",10.53,2019-10-01T00:13:27.249-06:00,2021-11-26T20:20:09.992-07:00
